# nhpx, l , b
7552, 176.2541, -47.3409
7553, 176.2557, -47.3265
7554, 176.2330, -47.3422
7555, 176.2345, -47.3279
7556, 176.2572, -47.3122
7557, 176.2587, -47.2978
7558, 176.2360, -47.3135
7559, 176.2375, -47.2991
7560, 176.2118, -47.3435
7561, 176.2133, -47.3292
7562, 176.1906, -47.3448
7563, 176.1921, -47.3305
7564, 176.2148, -47.3148
7565, 176.2164, -47.3004
7566, 176.1937, -47.3161
7567, 176.1952, -47.3017
7568, 176.2602, -47.2834
7569, 176.2617, -47.2691
7570, 176.2391, -47.2847
7571, 176.2406, -47.2704
7572, 176.2632, -47.2547
7573, 176.2648, -47.2403
7574, 176.2421, -47.2560
7575, 176.2436, -47.2416
7576, 176.2179, -47.2860
7577, 176.2194, -47.2717
7578, 176.1967, -47.2873
7579, 176.1983, -47.2730
7580, 176.2210, -47.2573
7581, 176.2225, -47.2429
7582, 176.1998, -47.2586
7583, 176.2013, -47.2442
7584, 176.1694, -47.3461
7585, 176.1710, -47.3318
7586, 176.1482, -47.3474
7587, 176.1498, -47.3331
7588, 176.1725, -47.3174
7589, 176.1740, -47.3030
7590, 176.1513, -47.3187
7591, 176.1529, -47.3043
7592, 176.1271, -47.3487
7593, 176.1286, -47.3343
7594, 176.1059, -47.3500
7595, 176.1074, -47.3356
7596, 176.1302, -47.3200
7597, 176.1317, -47.3056
7598, 176.1090, -47.3213
7599, 176.1106, -47.3069
7600, 176.1756, -47.2886
7601, 176.1771, -47.2743
7602, 176.1544, -47.2899
7603, 176.1560, -47.2756
7604, 176.1787, -47.2599
7605, 176.1802, -47.2455
7606, 176.1575, -47.2612
7607, 176.1591, -47.2468
7608, 176.1333, -47.2912
7609, 176.1348, -47.2769
7610, 176.1121, -47.2925
7611, 176.1137, -47.2781
7612, 176.1364, -47.2625
7613, 176.1379, -47.2481
7614, 176.1152, -47.2638
7615, 176.1168, -47.2494
7616, 176.2663, -47.2259
7617, 176.2678, -47.2116
7618, 176.2451, -47.2272
7619, 176.2466, -47.2129
7620, 176.2693, -47.1972
7621, 176.2708, -47.1828
7622, 176.2482, -47.1985
7623, 176.2497, -47.1841
7624, 176.2240, -47.2286
7625, 176.2255, -47.2142
7626, 176.2029, -47.2299
7627, 176.2044, -47.2155
7628, 176.2270, -47.1998
7629, 176.2286, -47.1854
7630, 176.2059, -47.2011
7631, 176.2074, -47.1867
7632, 176.2723, -47.1684
7633, 176.2738, -47.1541
7634, 176.2512, -47.1698
7635, 176.2527, -47.1554
7636, 176.2753, -47.1397
7637, 176.2768, -47.1253
7638, 176.2542, -47.1410
7639, 176.2557, -47.1266
7640, 176.2301, -47.1711
7641, 176.2316, -47.1567
7642, 176.2090, -47.1724
7643, 176.2105, -47.1580
7644, 176.2331, -47.1423
7645, 176.2346, -47.1279
7646, 176.2120, -47.1436
7647, 176.2135, -47.1292
7648, 176.1817, -47.2312
7649, 176.1833, -47.2168
7650, 176.1606, -47.2324
7651, 176.1621, -47.2181
7652, 176.1848, -47.2024
7653, 176.1863, -47.1880
7654, 176.1637, -47.2037
7655, 176.1652, -47.1893
7656, 176.1395, -47.2337
7657, 176.1410, -47.2194
7658, 176.1183, -47.2350
7659, 176.1199, -47.2207
7660, 176.1425, -47.2050
7661, 176.1441, -47.1906
7662, 176.1214, -47.2063
7663, 176.1230, -47.1919
7664, 176.1879, -47.1737
7665, 176.1894, -47.1593
7666, 176.1667, -47.1750
7667, 176.1683, -47.1606
7668, 176.1909, -47.1449
7669, 176.1924, -47.1305
7670, 176.1698, -47.1462
7671, 176.1713, -47.1318
7672, 176.1456, -47.1763
7673, 176.1472, -47.1619
7674, 176.1245, -47.1775
7675, 176.1261, -47.1632
7676, 176.1487, -47.1475
7677, 176.1503, -47.1331
7678, 176.1276, -47.1488
7679, 176.1292, -47.1344
7680, 176.0595, -47.5812
7681, 176.0611, -47.5668
7682, 176.0382, -47.5825
7683, 176.0398, -47.5681
7684, 176.0627, -47.5525
7685, 176.0643, -47.5381
7686, 176.0414, -47.5537
7687, 176.0430, -47.5394
7688, 176.0170, -47.5837
7689, 176.0185, -47.5694
7690, 175.9957, -47.5850
7691, 175.9973, -47.5706
7692, 176.0201, -47.5550
7693, 176.0217, -47.5406
7694, 175.9989, -47.5563
7695, 176.0005, -47.5419
7696, 176.0658, -47.5237
7697, 176.0674, -47.5094
7698, 176.0446, -47.5250
7699, 176.0462, -47.5106
7700, 176.0690, -47.4950
7701, 176.0706, -47.4806
7702, 176.0477, -47.4963
7703, 176.0493, -47.4819
7704, 176.0233, -47.5263
7705, 176.0249, -47.5119
7706, 176.0021, -47.5275
7707, 176.0037, -47.5132
7708, 176.0265, -47.4975
7709, 176.0281, -47.4832
7710, 176.0053, -47.4988
7711, 176.0068, -47.4844
7712, 175.9744, -47.5863
7713, 175.9760, -47.5719
7714, 175.9531, -47.5875
7715, 175.9547, -47.5732
7716, 175.9776, -47.5575
7717, 175.9792, -47.5432
7718, 175.9563, -47.5588
7719, 175.9579, -47.5444
7720, 175.9318, -47.5888
7721, 175.9334, -47.5744
7722, 175.9105, -47.5900
7723, 175.9122, -47.5757
7724, 175.9351, -47.5600
7725, 175.9367, -47.5457
7726, 175.9138, -47.5613
7727, 175.9154, -47.5469
7728, 175.9808, -47.5288
7729, 175.9824, -47.5144
7730, 175.9595, -47.5300
7731, 175.9612, -47.5157
7732, 175.9840, -47.5000
7733, 175.9856, -47.4857
7734, 175.9628, -47.5013
7735, 175.9644, -47.4869
7736, 175.9383, -47.5313
7737, 175.9399, -47.5169
7738, 175.9170, -47.5325
7739, 175.9186, -47.5182
7740, 175.9415, -47.5026
7741, 175.9431, -47.4882
7742, 175.9203, -47.5038
7743, 175.9219, -47.4894
7744, 176.0721, -47.4662
7745, 176.0737, -47.4519
7746, 176.0509, -47.4675
7747, 176.0525, -47.4531
7748, 176.0753, -47.4375
7749, 176.0769, -47.4231
7750, 176.0541, -47.4388
7751, 176.0556, -47.4244
7752, 176.0297, -47.4688
7753, 176.0313, -47.4544
7754, 176.0084, -47.4700
7755, 176.0100, -47.4557
7756, 176.0328, -47.4400
7757, 176.0344, -47.4257
7758, 176.0116, -47.4413
7759, 176.0132, -47.4269
7760, 176.0784, -47.4088
7761, 176.0800, -47.3944
7762, 176.0572, -47.4100
7763, 176.0588, -47.3957
7764, 176.0816, -47.3800
7765, 176.0831, -47.3656
7766, 176.0604, -47.3813
7767, 176.0619, -47.3669
7768, 176.0360, -47.4113
7769, 176.0376, -47.3969
7770, 176.0148, -47.4126
7771, 176.0164, -47.3982
7772, 176.0392, -47.3826
7773, 176.0407, -47.3682
7774, 176.0180, -47.3838
7775, 176.0196, -47.3695
7776, 175.9872, -47.4713
7777, 175.9888, -47.4569
7778, 175.9660, -47.4726
7779, 175.9676, -47.4582
7780, 175.9904, -47.4426
7781, 175.9920, -47.4282
7782, 175.9692, -47.4438
7783, 175.9708, -47.4295
7784, 175.9447, -47.4738
7785, 175.9463, -47.4595
7786, 175.9235, -47.4751
7787, 175.9251, -47.4607
7788, 175.9479, -47.4451
7789, 175.9496, -47.4307
7790, 175.9267, -47.4463
7791, 175.9283, -47.4320
7792, 175.9936, -47.4138
7793, 175.9952, -47.3995
7794, 175.9724, -47.4151
7795, 175.9740, -47.4007
7796, 175.9968, -47.3851
7797, 175.9984, -47.3707
7798, 175.9756, -47.3864
7799, 175.9772, -47.3720
7800, 175.9512, -47.4163
7801, 175.9528, -47.4020
7802, 175.9299, -47.4176
7803, 175.9316, -47.4032
7804, 175.9544, -47.3876
7805, 175.9560, -47.3732
7806, 175.9332, -47.3889
7807, 175.9348, -47.3745
7808, 175.8893, -47.5913
7809, 175.8909, -47.5769
7810, 175.8680, -47.5925
7811, 175.8696, -47.5781
7812, 175.8925, -47.5625
7813, 175.8941, -47.5482
7814, 175.8712, -47.5638
7815, 175.8729, -47.5494
7816, 175.8467, -47.5937
7817, 175.8483, -47.5794
7818, 175.8254, -47.5950
7819, 175.8270, -47.5806
7820, 175.8500, -47.5650
7821, 175.8516, -47.5506
7822, 175.8287, -47.5662
7823, 175.8303, -47.5519
7824, 175.8958, -47.5338
7825, 175.8974, -47.5194
7826, 175.8745, -47.5350
7827, 175.8761, -47.5207
7828, 175.8990, -47.5051
7829, 175.9006, -47.4907
7830, 175.8778, -47.5063
7831, 175.8794, -47.4919
7832, 175.8532, -47.5363
7833, 175.8549, -47.5219
7834, 175.8320, -47.5375
7835, 175.8336, -47.5231
7836, 175.8565, -47.5075
7837, 175.8581, -47.4932
7838, 175.8352, -47.5088
7839, 175.8369, -47.4944
7840, 175.8041, -47.5962
7841, 175.8057, -47.5818
7842, 175.7828, -47.5974
7843, 175.7845, -47.5830
7844, 175.8074, -47.5675
7845, 175.8090, -47.5531
7846, 175.7861, -47.5687
7847, 175.7878, -47.5543
7848, 175.7615, -47.5986
7849, 175.7632, -47.5843
7850, 175.7402, -47.5998
7851, 175.7419, -47.5855
7852, 175.7648, -47.5699
7853, 175.7665, -47.5555
7854, 175.7436, -47.5711
7855, 175.7452, -47.5568
7856, 175.8107, -47.5387
7857, 175.8123, -47.5244
7858, 175.7894, -47.5400
7859, 175.7911, -47.5256
7860, 175.8140, -47.5100
7861, 175.8156, -47.4956
7862, 175.7927, -47.5112
7863, 175.7944, -47.4969
7864, 175.7682, -47.5412
7865, 175.7698, -47.5268
7866, 175.7469, -47.5424
7867, 175.7486, -47.5280
7868, 175.7715, -47.5124
7869, 175.7731, -47.4981
7870, 175.7502, -47.5137
7871, 175.7519, -47.4993
7872, 175.9023, -47.4763
7873, 175.9039, -47.4619
7874, 175.8810, -47.4776
7875, 175.8826, -47.4632
7876, 175.9055, -47.4476
7877, 175.9071, -47.4332
7878, 175.8843, -47.4488
7879, 175.8859, -47.4345
7880, 175.8598, -47.4788
7881, 175.8614, -47.4644
7882, 175.8385, -47.4800
7883, 175.8402, -47.4657
7884, 175.8630, -47.4501
7885, 175.8647, -47.4357
7886, 175.8418, -47.4513
7887, 175.8434, -47.4369
7888, 175.9087, -47.4188
7889, 175.9103, -47.4045
7890, 175.8875, -47.4201
7891, 175.8891, -47.4057
7892, 175.9120, -47.3901
7893, 175.9136, -47.3757
7894, 175.8908, -47.3914
7895, 175.8924, -47.3770
7896, 175.8663, -47.4213
7897, 175.8679, -47.4070
7898, 175.8451, -47.4226
7899, 175.8467, -47.4082
7900, 175.8695, -47.3926
7901, 175.8712, -47.3782
7902, 175.8483, -47.3938
7903, 175.8500, -47.3795
7904, 175.8173, -47.4813
7905, 175.8189, -47.4669
7906, 175.7960, -47.4825
7907, 175.7977, -47.4681
7908, 175.8206, -47.4525
7909, 175.8222, -47.4382
7910, 175.7993, -47.4538
7911, 175.8010, -47.4394
7912, 175.7748, -47.4837
7913, 175.7764, -47.4693
7914, 175.7535, -47.4849
7915, 175.7552, -47.4706
7916, 175.7781, -47.4550
7917, 175.7798, -47.4406
7918, 175.7569, -47.4562
7919, 175.7585, -47.4418
7920, 175.8239, -47.4238
7921, 175.8255, -47.4094
7922, 175.8026, -47.4250
7923, 175.8043, -47.4107
7924, 175.8271, -47.3951
7925, 175.8288, -47.3807
7926, 175.8059, -47.3963
7927, 175.8076, -47.3819
7928, 175.7814, -47.4262
7929, 175.7831, -47.4119
7930, 175.7602, -47.4275
7931, 175.7618, -47.4131
7932, 175.7847, -47.3975
7933, 175.7864, -47.3831
7934, 175.7635, -47.3987
7935, 175.7652, -47.3844
7936, 176.0847, -47.3513
7937, 176.0863, -47.3369
7938, 176.0635, -47.3526
7939, 176.0651, -47.3382
7940, 176.0878, -47.3225
7941, 176.0894, -47.3082
7942, 176.0667, -47.3238
7943, 176.0682, -47.3094
7944, 176.0423, -47.3538
7945, 176.0439, -47.3395
7946, 176.0211, -47.3551
7947, 176.0227, -47.3407
7948, 176.0455, -47.3251
7949, 176.0470, -47.3107
7950, 176.0243, -47.3264
7951, 176.0259, -47.3120
7952, 176.0909, -47.2938
7953, 176.0925, -47.2794
7954, 176.0698, -47.2951
7955, 176.0714, -47.2807
7956, 176.0941, -47.2651
7957, 176.0956, -47.2507
7958, 176.0729, -47.2663
7959, 176.0745, -47.2520
7960, 176.0486, -47.2963
7961, 176.0502, -47.2820
7962, 176.0275, -47.2976
7963, 176.0290, -47.2832
7964, 176.0518, -47.2676
7965, 176.0533, -47.2532
7966, 176.0306, -47.2689
7967, 176.0322, -47.2545
7968, 175.9999, -47.3564
7969, 176.0015, -47.3420
7970, 175.9788, -47.3576
7971, 175.9804, -47.3432
7972, 176.0031, -47.3276
7973, 176.0047, -47.3132
7974, 175.9819, -47.3289
7975, 175.9835, -47.3145
7976, 175.9576, -47.3589
7977, 175.9592, -47.3445
7978, 175.9364, -47.3601
7979, 175.9380, -47.3458
7980, 175.9608, -47.3301
7981, 175.9624, -47.3158
7982, 175.9396, -47.3314
7983, 175.9412, -47.3170
7984, 176.0063, -47.2989
7985, 176.0079, -47.2845
7986, 175.9851, -47.3001
7987, 175.9867, -47.2858
7988, 176.0095, -47.2701
7989, 176.0110, -47.2558
7990, 175.9883, -47.2714
7991, 175.9899, -47.2570
7992, 175.9640, -47.3014
7993, 175.9656, -47.2870
7994, 175.9428, -47.3027
7995, 175.9444, -47.2883
7996, 175.9671, -47.2727
7997, 175.9687, -47.2583
7998, 175.9460, -47.2739
7999, 175.9476, -47.2595
8000, 176.0972, -47.2363
8001, 176.0987, -47.2219
8002, 176.0760, -47.2376
8003, 176.0776, -47.2232
8004, 176.1003, -47.2076
8005, 176.1019, -47.1932
8006, 176.0792, -47.2088
8007, 176.0807, -47.1945
8008, 176.0549, -47.2389
8009, 176.0565, -47.2245
8010, 176.0338, -47.2401
8011, 176.0353, -47.2258
8012, 176.0580, -47.2101
8013, 176.0596, -47.1958
8014, 176.0369, -47.2114
8015, 176.0385, -47.1970
8016, 176.1034, -47.1788
8017, 176.1050, -47.1645
8018, 176.0823, -47.1801
8019, 176.0838, -47.1657
8020, 176.1065, -47.1501
8021, 176.1081, -47.1357
8022, 176.0854, -47.1514
8023, 176.0870, -47.1370
8024, 176.0612, -47.1814
8025, 176.0627, -47.1670
8026, 176.0401, -47.1827
8027, 176.0416, -47.1683
8028, 176.0643, -47.1526
8029, 176.0659, -47.1383
8030, 176.0432, -47.1539
8031, 176.0448, -47.1395
8032, 176.0126, -47.2414
8033, 176.0142, -47.2270
8034, 175.9915, -47.2427
8035, 175.9931, -47.2283
8036, 176.0158, -47.2127
8037, 176.0174, -47.1983
8038, 175.9946, -47.2139
8039, 175.9962, -47.1996
8040, 175.9703, -47.2439
8041, 175.9719, -47.2296
8042, 175.9492, -47.2452
8043, 175.9508, -47.2308
8044, 175.9735, -47.2152
8045, 175.9751, -47.2008
8046, 175.9524, -47.2164
8047, 175.9540, -47.2021
8048, 176.0189, -47.1839
8049, 176.0205, -47.1696
8050, 175.9978, -47.1852
8051, 175.9994, -47.1708
8052, 176.0221, -47.1552
8053, 176.0237, -47.1408
8054, 176.0010, -47.1564
8055, 176.0026, -47.1421
8056, 175.9767, -47.1864
8057, 175.9783, -47.1721
8058, 175.9556, -47.1877
8059, 175.9572, -47.1733
8060, 175.9799, -47.1577
8061, 175.9815, -47.1433
8062, 175.9588, -47.1590
8063, 175.9603, -47.1446
8064, 175.9152, -47.3614
8065, 175.9168, -47.3470
8066, 175.8940, -47.3626
8067, 175.8956, -47.3482
8068, 175.9184, -47.3326
8069, 175.9200, -47.3183
8070, 175.8972, -47.3339
8071, 175.8988, -47.3195
8072, 175.8728, -47.3639
8073, 175.8744, -47.3495
8074, 175.8516, -47.3651
8075, 175.8532, -47.3507
8076, 175.8760, -47.3351
8077, 175.8777, -47.3208
8078, 175.8549, -47.3364
8079, 175.8565, -47.3220
8080, 175.9216, -47.3039
8081, 175.9232, -47.2895
8082, 175.9005, -47.3051
8083, 175.9021, -47.2908
8084, 175.9248, -47.2752
8085, 175.9264, -47.2608
8086, 175.9037, -47.2764
8087, 175.9053, -47.2620
8088, 175.8793, -47.3064
8089, 175.8809, -47.2920
8090, 175.8581, -47.3076
8091, 175.8597, -47.2933
8092, 175.8825, -47.2777
8093, 175.8841, -47.2633
8094, 175.8614, -47.2789
8095, 175.8630, -47.2645
8096, 175.8304, -47.3663
8097, 175.8320, -47.3520
8098, 175.8092, -47.3676
8099, 175.8108, -47.3532
8100, 175.8337, -47.3376
8101, 175.8353, -47.3232
8102, 175.8125, -47.3388
8103, 175.8141, -47.3245
8104, 175.7880, -47.3688
8105, 175.7897, -47.3544
8106, 175.7668, -47.3700
8107, 175.7685, -47.3556
8108, 175.7913, -47.3400
8109, 175.7929, -47.3257
8110, 175.7701, -47.3413
8111, 175.7718, -47.3269
8112, 175.8369, -47.3089
8113, 175.8386, -47.2945
8114, 175.8158, -47.3101
8115, 175.8174, -47.2957
8116, 175.8402, -47.2801
8117, 175.8418, -47.2658
8118, 175.8190, -47.2814
8119, 175.8207, -47.2670
8120, 175.7946, -47.3113
8121, 175.7962, -47.2969
8122, 175.7734, -47.3125
8123, 175.7751, -47.2982
8124, 175.7979, -47.2826
8125, 175.7995, -47.2682
8126, 175.7767, -47.2838
8127, 175.7783, -47.2694
8128, 175.9280, -47.2464
8129, 175.9296, -47.2321
8130, 175.9069, -47.2477
8131, 175.9085, -47.2333
8132, 175.9312, -47.2177
8133, 175.9328, -47.2033
8134, 175.9101, -47.2189
8135, 175.9117, -47.2046
8136, 175.8857, -47.2489
8137, 175.8874, -47.2345
8138, 175.8646, -47.2502
8139, 175.8662, -47.2358
8140, 175.8890, -47.2202
8141, 175.8906, -47.2058
8142, 175.8678, -47.2214
8143, 175.8695, -47.2071
8144, 175.9344, -47.1890
8145, 175.9360, -47.1746
8146, 175.9133, -47.1902
8147, 175.9149, -47.1758
8148, 175.9376, -47.1602
8149, 175.9392, -47.1458
8150, 175.9165, -47.1615
8151, 175.9181, -47.1471
8152, 175.8922, -47.1914
8153, 175.8938, -47.1771
8154, 175.8711, -47.1927
8155, 175.8727, -47.1783
8156, 175.8954, -47.1627
8157, 175.8970, -47.1483
8158, 175.8743, -47.1639
8159, 175.8759, -47.1496
8160, 175.8434, -47.2514
8161, 175.8451, -47.2370
8162, 175.8223, -47.2526
8163, 175.8239, -47.2383
8164, 175.8467, -47.2227
8165, 175.8483, -47.2083
8166, 175.8256, -47.2239
8167, 175.8272, -47.2095
8168, 175.8011, -47.2538
8169, 175.8028, -47.2395
8170, 175.7800, -47.2551
8171, 175.7816, -47.2407
8172, 175.8044, -47.2251
8173, 175.8061, -47.2107
8174, 175.7833, -47.2263
8175, 175.7849, -47.2120
8176, 175.8499, -47.1939
8177, 175.8516, -47.1796
8178, 175.8288, -47.1951
8179, 175.8304, -47.1808
8180, 175.8532, -47.1652
8181, 175.8548, -47.1508
8182, 175.8321, -47.1664
8183, 175.8337, -47.1520
8184, 175.8077, -47.1964
8185, 175.8093, -47.1820
8186, 175.7866, -47.1976
8187, 175.7882, -47.1832
8188, 175.8110, -47.1676
8189, 175.8126, -47.1533
8190, 175.7898, -47.1689
8191, 175.7915, -47.1545
8192, 175.5528, -48.9800
8193, 175.5546, -48.9656
8194, 175.5310, -48.9812
8195, 175.5327, -48.9668
8196, 175.5564, -48.9513
8197, 175.5582, -48.9369
8198, 175.5345, -48.9525
8199, 175.5363, -48.9381
8200, 175.5091, -48.9824
8201, 175.5109, -48.9680
8202, 175.4872, -48.9835
8203, 175.4890, -48.9692
8204, 175.5127, -48.9536
8205, 175.5144, -48.9393
8206, 175.4908, -48.9548
8207, 175.4926, -48.9404
8208, 175.5600, -48.9226
8209, 175.5617, -48.9082
8210, 175.5381, -48.9237
8211, 175.5399, -48.9094
8212, 175.5635, -48.8938
8213, 175.5653, -48.8795
8214, 175.5417, -48.8950
8215, 175.5435, -48.8806
8216, 175.5162, -48.9249
8217, 175.5180, -48.9105
8218, 175.4944, -48.9261
8219, 175.4962, -48.9117
8220, 175.5198, -48.8962
8221, 175.5216, -48.8818
8222, 175.4980, -48.8974
8223, 175.4998, -48.8830
8224, 175.4653, -48.9847
8225, 175.4671, -48.9703
8226, 175.4434, -48.9858
8227, 175.4452, -48.9715
8228, 175.4689, -48.9560
8229, 175.4707, -48.9416
8230, 175.4470, -48.9571
8231, 175.4488, -48.9428
8232, 175.4215, -48.9870
8233, 175.4233, -48.9726
8234, 175.3996, -48.9881
8235, 175.4015, -48.9738
8236, 175.4252, -48.9583
8237, 175.4270, -48.9439
8238, 175.4033, -48.9594
8239, 175.4051, -48.9451
8240, 175.4725, -48.9272
8241, 175.4743, -48.9129
8242, 175.4507, -48.9284
8243, 175.4525, -48.9140
8244, 175.4761, -48.8985
8245, 175.4779, -48.8842
8246, 175.4543, -48.8997
8247, 175.4561, -48.8853
8248, 175.4288, -48.9296
8249, 175.4306, -48.9152
8250, 175.4069, -48.9307
8251, 175.4088, -48.9163
8252, 175.4324, -48.9008
8253, 175.4342, -48.8865
8254, 175.4106, -48.9020
8255, 175.4124, -48.8876
8256, 175.5671, -48.8651
8257, 175.5688, -48.8507
8258, 175.5452, -48.8663
8259, 175.5470, -48.8519
8260, 175.5706, -48.8364
8261, 175.5724, -48.8220
8262, 175.5488, -48.8376
8263, 175.5506, -48.8232
8264, 175.5234, -48.8675
8265, 175.5252, -48.8531
8266, 175.5016, -48.8686
8267, 175.5034, -48.8543
8268, 175.5270, -48.8387
8269, 175.5288, -48.8244
8270, 175.5051, -48.8399
8271, 175.5069, -48.8255
8272, 175.5742, -48.8077
8273, 175.5759, -48.7933
8274, 175.5523, -48.8088
8275, 175.5541, -48.7945
8276, 175.5777, -48.7789
8277, 175.5795, -48.7646
8278, 175.5559, -48.7801
8279, 175.5577, -48.7657
8280, 175.5305, -48.8100
8281, 175.5323, -48.7956
8282, 175.5087, -48.8112
8283, 175.5105, -48.7968
8284, 175.5341, -48.7813
8285, 175.5359, -48.7669
8286, 175.5123, -48.7825
8287, 175.5141, -48.7681
8288, 175.4797, -48.8698
8289, 175.4815, -48.8554
8290, 175.4579, -48.8710
8291, 175.4597, -48.8566
8292, 175.4833, -48.8411
8293, 175.4851, -48.8267
8294, 175.4615, -48.8422
8295, 175.4633, -48.8279
8296, 175.4361, -48.8721
8297, 175.4379, -48.8577
8298, 175.4142, -48.8733
8299, 175.4160, -48.8589
8300, 175.4397, -48.8434
8301, 175.4415, -48.8290
8302, 175.4179, -48.8445
8303, 175.4197, -48.8302
8304, 175.4869, -48.8123
8305, 175.4887, -48.7980
8306, 175.4651, -48.8135
8307, 175.4669, -48.7991
8308, 175.4905, -48.7836
8309, 175.4923, -48.7693
8310, 175.4687, -48.7848
8311, 175.4705, -48.7704
8312, 175.4433, -48.8147
8313, 175.4451, -48.8003
8314, 175.4215, -48.8158
8315, 175.4233, -48.8015
8316, 175.4469, -48.7859
8317, 175.4487, -48.7716
8318, 175.4251, -48.7871
8319, 175.4269, -48.7727
8320, 175.3777, -48.9893
8321, 175.3796, -48.9749
8322, 175.3558, -48.9904
8323, 175.3577, -48.9761
8324, 175.3814, -48.9606
8325, 175.3832, -48.9462
8326, 175.3595, -48.9617
8327, 175.3614, -48.9474
8328, 175.3340, -48.9916
8329, 175.3358, -48.9772
8330, 175.3121, -48.9927
8331, 175.3139, -48.9783
8332, 175.3376, -48.9629
8333, 175.3395, -48.9485
8334, 175.3158, -48.9640
8335, 175.3176, -48.9496
8336, 175.3851, -48.9319
8337, 175.3869, -48.9175
8338, 175.3632, -48.9330
8339, 175.3650, -48.9186
8340, 175.3887, -48.9031
8341, 175.3905, -48.8888
8342, 175.3669, -48.9043
8343, 175.3687, -48.8899
8344, 175.3413, -48.9341
8345, 175.3432, -48.9198
8346, 175.3195, -48.9353
8347, 175.3213, -48.9209
8348, 175.3450, -48.9054
8349, 175.3469, -48.8911
8350, 175.3232, -48.9065
8351, 175.3250, -48.8922
8352, 175.2902, -48.9938
8353, 175.2920, -48.9795
8354, 175.2683, -48.9950
8355, 175.2701, -48.9806
8356, 175.2939, -48.9651
8357, 175.2957, -48.9508
8358, 175.2720, -48.9662
8359, 175.2739, -48.9519
8360, 175.2464, -48.9961
8361, 175.2482, -48.9817
8362, 175.2245, -48.9972
8363, 175.2264, -48.9828
8364, 175.2501, -48.9674
8365, 175.2520, -48.9530
8366, 175.2282, -48.9685
8367, 175.2301, -48.9541
8368, 175.2976, -48.9364
8369, 175.2994, -48.9220
8370, 175.2757, -48.9375
8371, 175.2776, -48.9232
8372, 175.3013, -48.9077
8373, 175.3032, -48.8933
8374, 175.2794, -48.9088
8375, 175.2813, -48.8944
8376, 175.2539, -48.9386
8377, 175.2557, -48.9243
8378, 175.2320, -48.9398
8379, 175.2339, -48.9254
8380, 175.2576, -48.9099
8381, 175.2595, -48.8956
8382, 175.2357, -48.9110
8383, 175.2376, -48.8967
8384, 175.3924, -48.8744
8385, 175.3942, -48.8600
8386, 175.3705, -48.8756
8387, 175.3724, -48.8612
8388, 175.3960, -48.8457
8389, 175.3978, -48.8313
8390, 175.3742, -48.8468
8391, 175.3760, -48.8325
8392, 175.3487, -48.8767
8393, 175.3505, -48.8623
8394, 175.3268, -48.8778
8395, 175.3287, -48.8635
8396, 175.3524, -48.8480
8397, 175.3542, -48.8336
8398, 175.3305, -48.8491
8399, 175.3324, -48.8348
8400, 175.3997, -48.8170
8401, 175.4015, -48.8026
8402, 175.3779, -48.8181
8403, 175.3797, -48.8038
8404, 175.4033, -48.7882
8405, 175.4051, -48.7739
8406, 175.3815, -48.7894
8407, 175.3833, -48.7750
8408, 175.3560, -48.8193
8409, 175.3579, -48.8049
8410, 175.3342, -48.8204
8411, 175.3361, -48.8060
8412, 175.3597, -48.7905
8413, 175.3615, -48.7762
8414, 175.3379, -48.7917
8415, 175.3397, -48.7773
8416, 175.3050, -48.8790
8417, 175.3069, -48.8646
8418, 175.2832, -48.8801
8419, 175.2850, -48.8657
